Plant.Common.Name,Plant.Order,Plant.Family,Plant.Genus,Plant.Species,Insect.Common.Name,Insect.Order,Insect.Family,Insect.Genus,Insect.Species,URL,Park.Name,Insect_ID,Plant_ID,Interaction.ID,Habitat.Type,Habitat.Category,Park.Type,subfamily,superfamily
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Villa lateralis,Diptera,Bombyliidae,Villa,lateralis,https://www.inaturalist.org/observations/328210296,Highlands Scrub,Villa lateralis,Pityopsis graminifolia,Pityopsis graminifolia | Villa lateralis,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Brown-winged Striped Sweat Bee,Hymenoptera,Halictidae,Agapostemon,splendens,https://www.inaturalist.org/observations/329143395,Highlands Scrub,Agapostemon splendens,Pityopsis graminifolia,Pityopsis graminifolia | Agapostemon splendens,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Highlands Scrub,Halictus poeyi,Pityopsis graminifolia,Pityopsis graminifolia | Halictus poeyi,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Feay's Palafox,Asterales,Asteraceae,Palafoxia,feayi,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Palafoxia feayi,Palafoxia feayi | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Disturbed Edge,Open Human Disturbed,Low human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Markham,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Markham,Anartia jatrophae,Phyla nodiflora,Phyla nodiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Richardia grandiflora,Richardia grandiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Markham,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Markham,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,CB Smith,Hylephila phyleus,Richardia grandiflora,Richardia grandiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,CB Smith,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,CB Smith,Anartia jatrophae,Diacrodon compressus,Diacrodon compressus | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,CB Smith,Phyciodes phaon,Diacrodon compressus,Diacrodon compressus | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,CB Smith,Syngamia florella,Richardia grandiflora,Richardia grandiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,CB Smith,Burnsius oileus,Stylosanthes biflora,Stylosanthes biflora | Burnsius oileus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,CB Smith,Syngamia florella,Diacrodon compressus,Diacrodon compressus | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,CB Smith,Hylephila phyleus,Richardia grandiflora,Richardia grandiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,CB Smith,Anartia jatrophae,Diacrodon compressus,Diacrodon compressus | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,CB Smith,Phyciodes phaon,Richardia grandiflora,Richardia grandiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,CB Smith,Hemiargus ceraunus,Richardia grandiflora,Richardia grandiflora | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,CB Smith,Hemiargus ceraunus,Diacrodon compressus,Diacrodon compressus | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
American Beautyberry,Lamiales,Lamiaceae,Callicarpa,americana,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Military Trail,Apis mellifera,Callicarpa americana,Callicarpa americana | Apis mellifera,Disturbed Edge,Open Human Disturbed,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Helene Klein,Syngamia florella,Bidens alba,Bidens alba | Syngamia florella,Pine Flatwoods,Flatwoods,Low human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Quiet Waters,Anartia jatrophae,Sphagneticola trilobata,Sphagneticola trilobata | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Stylosanthes hamata,Stylosanthes hamata | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Three-spotted Skipper,Lepidoptera,Hesperiidae,Cymaenes,tripunctus,https://www.inaturalist.org/observations/329625326,Quiet Waters,Cymaenes tripunctus,Richardia grandiflora,Richardia grandiflora | Cymaenes tripunctus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,Quiet Waters,Cecropterus dorantes,Richardia grandiflora,Richardia grandiflora | Cecropterus dorantes,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,Quiet Waters,Burnsius oileus,Richardia grandiflora,Richardia grandiflora | Burnsius oileus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,Quiet Waters,Leptotes cassius,Diacrodon compressus,Diacrodon compressus | Leptotes cassius,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,Quiet Waters,Burnsius oileus,Sida ulmifolia,Sida ulmifolia | Burnsius oileus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Brown-winged Striped Sweat Bee,Hymenoptera,Halictidae,Agapostemon,splendens,https://www.inaturalist.org/observations/329625338,Quiet Waters,Agapostemon splendens,Richardia grandiflora,Richardia grandiflora | Agapostemon splendens,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Quiet Waters,Anartia jatrophae,Diacrodon compressus,Diacrodon compressus | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Quiet Waters,Anartia jatrophae,Bidens alba,Bidens alba | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Diacrodon compressus,Diacrodon compressus | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Quiet Waters,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,Quiet Waters,Burnsius oileus,Diacrodon compressus,Diacrodon compressus | Burnsius oileus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,Quiet Waters,Burnsius oileus,Bidens alba,Bidens alba | Burnsius oileus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Quiet Waters,Halictus poeyi,Bidens alba,Bidens alba | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,Quiet Waters,Hylephila phyleus,Richardia grandiflora,Richardia grandiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Brown-winged Striped Sweat Bee,Hymenoptera,Halictidae,Agapostemon,splendens,https://www.inaturalist.org/observations/329625372,Quiet Waters,Agapostemon splendens,Richardia grandiflora,Richardia grandiflora | Agapostemon splendens,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Diacrodon compressus,Diacrodon compressus | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Brown-winged Striped Sweat Bee,Hymenoptera,Halictidae,Agapostemon,splendens,https://www.inaturalist.org/observations/329625380,Quiet Waters,Agapostemon splendens,Diacrodon compressus,Diacrodon compressus | Agapostemon splendens,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Long Key,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Open Grassy,Open Human Disturbed,Low human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Long Key,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Long Key,Phyciodes phaon,Bidens alba,Bidens alba | Phyciodes phaon,Open Grassy,Open Human Disturbed,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Long Key,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,Low human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Disturbed Edge,Open Human Disturbed,Low human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Disturbed Edge,Open Human Disturbed,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Markham,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Markham,Anartia jatrophae,Bidens alba,Bidens alba | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Markham,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,CB Smith,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Diacrodon compressus,Diacrodon compressus | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Diacrodon compressus,Diacrodon compressus | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Red Tasselflower,Asterales,Asteraceae,Emilia,fosbergii,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Military Trail,Apis mellifera,Emilia fosbergii,Emilia fosbergii | Apis mellifera,Scrubby Flatwoods,Scrub,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,Highlands Scrub,Strymon istapa,Bidens alba,Bidens alba | Strymon istapa,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,CB Smith,Pyrausta tyralis,Spermacoce verticillata,Spermacoce verticillata | Pyrausta tyralis,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
