"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Percent.Cover.Flowering","iNat.link","Plant_ID"
"MT-23","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-23","Florida Beggarweed","Fabales","Fabaceae","Desmodium","tortuosum",1e-04,"https://www.inaturalist.org/observations/325041480","Desmodium tortuosum"
"MT-24","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"CB-29","Gomphrena Weed","Caryophyllales","Amaranthaceae","Gomphrena","serrata",1e-04,"","Gomphrena serrata"
"CB-29","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-29","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"CB-29","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-29","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/326332156","Euphorbia hirta"
"CB-29","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"CB-30","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.02,"","Spermacoce verticillata"
"CB-30","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"CB-30","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"https://www.inaturalist.org/observations/326336084","Diacrodon compressus"
"CB-30","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-31","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-31","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"CB-31","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"CB-32","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.01,"","Richardia grandiflora"
"CB-32","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.005,"https://www.inaturalist.org/observations/326343698","Diacrodon compressus"
"CB-32","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-32","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata",1e-04,"https://www.inaturalist.org/observations/326350895","Indigofera spicata"
"VV-29","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.0025,"","Phyla nodiflora"
"VV-29","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.02,"","Richardia grandiflora"
"VV-29","Climbing Dayflower","Commelinales","Commelinaceae","Commelina","diffusa",1e-04,"","Commelina diffusa"
"VV-29","Cigar Plants and Allies","Myrtales","Lythraceae","Cuphea","",1e-04,"https://www.inaturalist.org/observations/326361470","Genus Cuphea"
"VV-29","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-29","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-31","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-31","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"VV-31","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-32","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"VV-32","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"VV-32","Tridax Daisy","Asterales","Asteraceae","Tridax","procumbens",1e-04,"","Tridax procumbens"
"VV-32","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-32","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-41","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"MK-41","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-42","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"MK-42","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-42","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"MK-43","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.02,"","Richardia grandiflora"
"MK-43","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"LK-24","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.05,"","Bidens alba"
"LK-24","Siam Weed","Asterales","Asteraceae","Chromolaena","odorata",0.0025,"https://www.inaturalist.org/observations/327274256","Chromolaena odorata"
"QW-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"QW-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.005,"https://www.inaturalist.org/observations/328052485","Diacrodon compressus"
"QW-33","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-34","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.01,"","Richardia grandiflora"
"QW-34","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0075,"https://www.inaturalist.org/observations/328057324","Diacrodon compressus"
"QW-34","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",0.01,"https://www.inaturalist.org/observations/328057562","Synedrella nodiflora"
"QW-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"QW-35","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.005,"https://www.inaturalist.org/observations/328061976","Diacrodon compressus"
"QW-35","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",0.01,"","Stylosanthes hamata"
"QW-36","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-36","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-36","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-36","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",0.0025,"","Sphagneticola trilobata"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia",0.05,"https://www.inaturalist.org/observations/328077427","Pityopsis graminifolia"
"HS-22","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"https://www.inaturalist.org/observations/328078004","Diacrodon compressus"
"HS-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"HS-22","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-22","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-23","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia",1e-04,"https://www.inaturalist.org/observations/328082439","Pityopsis graminifolia"
"HS-23","Feay's Palafox","Asterales","Asteraceae","Palafoxia","feayi",1e-04,"https://www.inaturalist.org/observations/328082540","Palafoxia feayi"
"HS-24","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"HS-24","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"MK-46","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-46","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"MK-46","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.02,"","Richardia grandiflora"
"MK-47","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0075,"","Spermacoce verticillata"
"MK-47","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-48","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.02,"https://www.inaturalist.org/observations/329346623","Diacrodon compressus"
"CB-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"CB-33","Climbing Dayflower","Commelinales","Commelinaceae","Commelina","diffusa",0.01,"","Commelina diffusa"
"CB-33","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",0.0025,"https://www.inaturalist.org/observations/329347075","Euphorbia hirta"
"CB-33","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-33","Tridax Daisy","Asterales","Asteraceae","Tridax","procumbens",1e-04,"","Tridax procumbens"
"CB-34","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.03,"","Richardia grandiflora"
"CB-34","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.03,"https://www.inaturalist.org/observations/329352175","Diacrodon compressus"
"CB-34","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-34","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora",1e-04,"https://www.inaturalist.org/observations/329352597","Stylosanthes biflora"
"CB-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"CB-35","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.01,"https://www.inaturalist.org/observations/329355664","Diacrodon compressus"
"CB-35","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"CB-36","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.03,"https://www.inaturalist.org/observations/329359695","Diacrodon compressus"
"CB-36","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"https://www.inaturalist.org/observations/329359757","Sida ulmifolia"
"CB-36","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.02,"","Richardia grandiflora"
"CB-36","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",1e-04,"https://www.inaturalist.org/observations/329359897","Synedrella nodiflora"
"VV-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.02,"","Richardia grandiflora"
"VV-33","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-33","Tridax Daisy","Asterales","Asteraceae","Tridax","procumbens",1e-04,"","Tridax procumbens"
"VV-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"https://www.inaturalist.org/observations/329364201","Diacrodon compressus"
"VV-34","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"VV-34","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-34","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"VV-36","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.02,"https://www.inaturalist.org/observations/329370902","Diacrodon compressus"
"VV-36","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"MT-25","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"MT-25","Caesaer Weed","Malvales","Malvaceae","Urena","lobata",1e-04,"","Urena lobata"
"MT-26","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MT-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MT-27","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"HK-25","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"HK-25","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HK-26","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HK-26","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",0.0025,"","Callicarpa americana"
"HK-27","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"HK-27","Siam Weed","Asterales","Asteraceae","Chromolaena","odorata",0.005,"https://www.inaturalist.org/observations/329461086","Chromolaena odorata"
"QW-37","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"QW-37","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"https://www.inaturalist.org/observations/329466790","Diacrodon compressus"
"QW-37","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",1e-04,"","Synedrella nodiflora"
"QW-37","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",0.0025,"","Stylosanthes hamata"
"QW-37","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"QW-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"QW-38","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"QW-38","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.01,"","Diacrodon compressus"
"QW-38","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",1e-04,"","Synedrella nodiflora"
"QW-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.05,"","Richardia grandiflora"
"QW-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.02,"","Spermacoce verticillata"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.03,"","Diacrodon compressus"
"QW-39","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",0.0075,"","Stylosanthes hamata"
"QW-39","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.005,"","Bidens alba"
"QW-40","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.1,"","Richardia grandiflora"
"QW-40","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.02,"","Diacrodon compressus"
"LK-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.05,"","Spermacoce verticillata"
"LK-26","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.05,"","Bidens alba"
"LK-26","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.0025,"","Phyla nodiflora"
"LK-26","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"LK-26","Climbing Dayflower","Commelinales","Commelinaceae","Commelina","diffusa",0.0075,"","Commelina diffusa"
"HS-26","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.01,"","Richardia grandiflora"
"HS-26","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"HS-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"HS-26","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"HS-27","Bitter Melon","Cucurbitales","Cucubitaceae","Momordica","charantia",1e-04,"","Momordica charantia"
"HS-27","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"HS-27","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"https://www.inaturalist.org/observations/332467807","Desmodium incanum"
"VV-37","Gomphrena Weed","Caryophyllales","Amaranthaceae","Gomphrena","serrata",0.0025,"","Gomphrena serrata"
"VV-37","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-37","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.005,"","Spermacoce verticillata"
"VV-37","Savannah False Pimpernel","Lamiales","Linderniaceae","Lindernia","grandiflora",0.0025,"https://www.inaturalist.org/observations/335357502","Lindernia grandiflora"
"VV-37","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.005,"","Diacrodon compressus"
"VV-38","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.01,"","Spermacoce verticillata"
"VV-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"","Diacrodon compressus"
"VV-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.01,"","Spermacoce verticillata"
"VV-39","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-40","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-40","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"MK-51","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.03,"","Spermacoce verticillata"
"MK-51","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"MK-51","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.02,"","Bidens alba"
"MK-51","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-51","Hyssop Spurge","Malpighiales","Euphorbiaceae","Euphorbia","hyssopifolia",1e-04,"https://www.inaturalist.org/observations/335374455","Euphorbia hyssopifolia"
"MK-52","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"MK-52","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.005,"","Spermacoce verticillata"
"MK-52","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",0.0025,"","Calyptocarpus vialis"
"MK-53","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-37","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"CB-37","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.05,"","Spermacoce verticillata"
"CB-37","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.05,"","Diacrodon compressus"
"CB-37","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"CB-37","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"CB-37","Climbing Dayflower","Commelinales","Commelinaceae","Commelina","diffusa",1e-04,"https://www.inaturalist.org/observations/335390125","Commelina diffusa"
"CB-38","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-38","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"CB-38","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"CB-38","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.03,"","Richardia grandiflora"
"CB-39","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.03,"","Spermacoce verticillata"
"CB-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"","Diacrodon compressus"
"CB-39","Spurges","Malpighiales","Euphorbiaceae","Euphorbia","",1e-04,"https://www.inaturalist.org/observations/335394962","Genus Euphorbia"
"CB-40","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0075,"","Diacrodon compressus"
"QW-41","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.005,"","Diacrodon compressus"
"QW-41","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-41","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-41","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-42","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"QW-42","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-42","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.02,"","Diacrodon compressus"
"QW-43","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-43","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.02,"","Richardia grandiflora"
"QW-43","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-43","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.05,"","Diacrodon compressus"
"QW-43","Hyssop Spurge","Malpighiales","Euphorbiaceae","Euphorbia","hyssopifolia",1e-04,"https://www.inaturalist.org/observations/335602151","Euphorbia hyssopifolia"
"QW-43","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"QW-43","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"QW-44","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-44","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-44","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",1e-04,"","Emilia fosbergii"
"HK-29","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-28","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.01,"","Bidens alba"
"MT-28","Tridax Daisy","Asterales","Asteraceae","Tridax","procumbens",1e-04,"","Tridax procumbens"
"MT-28","Grassleaf Spurge","Malpighiales","Euphorbiaceae","Euphorbia","graminea",1e-04,"https://www.inaturalist.org/observations/335617620","Euphorbia graminea"
"MT-28","Virginia Pepperweed","Brassicales","Brassicaceae","Lepidium","virginicum",1e-04,"https://www.inaturalist.org/observations/335617932","Lepidium virginicum"
"MT-28","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",0.0075,"","Emilia fosbergii"
"MT-28","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",0.0075,"","Emilia sonchifolia"
"MT-28","Painted Leaf","Malpighiales","Euphorbiaceae","Euphorbia","cyathophora",1e-04,"","Euphorbia cyathophora"
"MT-28","Tropic Croton","Malpighiales","Euphorbiaceae","Croton","glandulosus",1e-04,"https://www.inaturalist.org/observations/335619447","Croton glandulosus"
"MT-30","Chapman's Goldenrod","Asterales","Asteraceae","Solidago","chapmanii",1e-04,"https://www.inaturalist.org/observations/335623922","Solidago chapmanii"
"HS-28","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"HS-28","Alligator Plant Hybrid","Saxifragales","Crassulaceae","Kalanchoe","x houghtonii",1e-04,"https://www.inaturalist.org/observations/336349624","Kalanchoe x houghtonii"
"HS-28","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-28","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"HS-29","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-30","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0075,"","Bidens alba"
"HS-30","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-30","Rattleweed","Fabales","Fabaceae","Crotalaria","retusa",1e-04,"https://www.inaturalist.org/observations/336356678","Crotalaria retusa"
"LK-28","Air Plant","Saxifragales","Crassulaceae","Kalanchoe","pinnata",1e-04,"https://www.inaturalist.org/observations/336365655","Kalanchoe pinnata"
"LK-28","Pigeonberry","Caryophyllales","Petiveriaceae","Rivina","humilis",1e-04,"","Rivina humilis"
"CB-41","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-41","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"CB-42","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.05,"","Spermacoce verticillata"
"CB-42","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"","Diacrodon compressus"
"CB-43","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-44","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",1e-04,"https://www.inaturalist.org/observations/338207533","Synedrella nodiflora"
"CB-44","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"","Diacrodon compressus"
"CB-44","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-58","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
