"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","Insect_Status","Plant_Status","Interaction.Status.ID"
"QW-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","November",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-35","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","November",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-35","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","November",2025,"Hemiargus ceraunus","Stylosanthes hamata","Stylosanthes hamata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","November",2025,"Eurema daira","Richardia grandiflora","Richardia grandiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-35","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","November",2025,"Eurema daira","Stylosanthes hamata","Stylosanthes hamata | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Quiet Waters","November",2025,"Cecropterus dorantes","Richardia grandiflora","Richardia grandiflora | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-36","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Ocola Skipper","Lepidoptera","Hesperiidae","Panoquina","ocola","check id on iNat","https://www.inaturalist.org/observations/328210294","","Quiet Waters","November",2025,"Panoquina ocola","Sphagneticola trilobata","Sphagneticola trilobata | Panoquina ocola","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"HS-22","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Cellophane Bees","Hymenoptera","Colletidae","Colletes","","check id on iNat","https://www.inaturalist.org/observations/329143410","","Highlands Scrub","November",2025,"Genus Colletes","Diacrodon compressus","Diacrodon compressus | Genus Colletes","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Cellophane Bees","Hymenoptera","Colletidae","Colletes","","check id on iNat","https://www.inaturalist.org/observations/329143410","","Highlands Scrub","November",2025,"Genus Colletes","Pityopsis graminifolia","Pityopsis graminifolia | Genus Colletes","Sand Pine Scrub","Scrub","Low human modification","Unknown","Native","Native | Unknown"
"HS-22","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Villa lateralis","Diptera","Bombyliidae","Villa","lateralis","","https://www.inaturalist.org/observations/328210296","","Highlands Scrub","November",2025,"Villa lateralis","Diacrodon compressus","Diacrodon compressus | Villa lateralis","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-22","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","November",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","November",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Villa lateralis","Diptera","Bombyliidae","Villa","lateralis","","https://www.inaturalist.org/observations/328210296","","Highlands Scrub","November",2025,"Villa lateralis","Pityopsis graminifolia","Pityopsis graminifolia | Villa lateralis","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Toxophora","Diptera","Bombyliidae","Toxophora","","check id on iNat","https://www.inaturalist.org/observations/328210301","","Highlands Scrub","November",2025,"Genus Toxophora","Pityopsis graminifolia","Pityopsis graminifolia | Genus Toxophora","Sand Pine Scrub","Scrub","Low human modification","Unknown","Native","Native | Unknown"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","check id on iNat","https://www.inaturalist.org/observations/329143395","","Highlands Scrub","November",2025,"Agapostemon splendens","Pityopsis graminifolia","Pityopsis graminifolia | Agapostemon splendens","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Mexican Paper Wasp","Hymenoptera","Vespidae","Mischocyttarus","mexicanus","check id on iNat","https://www.inaturalist.org/observations/329143423","","Highlands Scrub","November",2025,"Mischocyttarus mexicanus","Pityopsis graminifolia","Pityopsis graminifolia | Mischocyttarus mexicanus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-22","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Highlands Scrub","November",2025,"Halictus poeyi","Pityopsis graminifolia","Pityopsis graminifolia | Halictus poeyi","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","November",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-23","Feay's Palafox","Asterales","Asteraceae","Palafoxia","feayi","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","November",2025,"Apis mellifera","Palafoxia feayi","Palafoxia feayi | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Native","Native | Non-native"
"HS-24","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Southern Paper Wasp","Hymenoptera","Vespidae","Polistes","bellicosus","check id on iNat","https://www.inaturalist.org/observations/329143442","","Highlands Scrub","November",2025,"Polistes bellicosus","Spermacoce verticillata","Spermacoce verticillata | Polistes bellicosus","Disturbed Edge","Open Human Disturbed","Low human modification","Native","Non-native","Non-native | Native"
"HS-24","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","November",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Disturbed Edge","Open Human Disturbed","Low human modification","Non-native","Non-native","Non-native | Non-native"
"MK-46","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","December",2025,"Anartia jatrophae","Richardia grandiflora","Richardia grandiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-46","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","December",2025,"Anartia jatrophae","Phyla nodiflora","Phyla nodiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Black-sided Calligrapher","Diptera","Syrphidae","Toxomerus","corbis","check id on iNat","https://www.inaturalist.org/observations/329336471","","Markham","December",2025,"Toxomerus corbis","Richardia grandiflora","Richardia grandiflora | Toxomerus corbis","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","December",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-47","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Florida Calligrapher","Diptera","Syrphidae","Toxomerus","floralis","","","","Markham","December",2025,"Toxomerus floralis","Spermacoce verticillata","Spermacoce verticillata | Toxomerus floralis","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","December",2025,"Anartia jatrophae","Richardia grandiflora","Richardia grandiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-47","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Florida Calligrapher","Diptera","Syrphidae","Toxomerus","floralis","","","","Markham","December",2025,"Toxomerus floralis","Phyla nodiflora","Phyla nodiflora | Toxomerus floralis","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-47","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Florida Calligrapher","Diptera","Syrphidae","Toxomerus","floralis","","","","Markham","December",2025,"Toxomerus floralis","Richardia grandiflora","Richardia grandiflora | Toxomerus floralis","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"MK-47","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","December",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"MK-47","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","December",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","CB Smith","December",2025,"Hylephila phyleus","Richardia grandiflora","Richardia grandiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Caribbean Scoliid Wasp","Hymenoptera","Scoliidae","Dielis","dorsata","","https://www.inaturalist.org/observations/329625291","","CB Smith","December",2025,"Dielis dorsata","Diacrodon compressus","Diacrodon compressus | Dielis dorsata","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","CB Smith","December",2025,"Anartia jatrophae","Richardia grandiflora","Richardia grandiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","CB Smith","December",2025,"Anartia jatrophae","Diacrodon compressus","Diacrodon compressus | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","CB Smith","December",2025,"Phyciodes phaon","Diacrodon compressus","Diacrodon compressus | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","CB Smith","December",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Three-banded Scoliid Wasp","Hymenoptera","Scoliidae","Dielis","trifasciata","","https://www.inaturalist.org/observations/329625297","","CB Smith","December",2025,"Dielis trifasciata","Richardia grandiflora","Richardia grandiflora | Dielis trifasciata","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-34","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-34","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","CB Smith","December",2025,"Burnsius oileus","Stylosanthes biflora","Stylosanthes biflora | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"CB-34","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Northern Plushback","Diptera","Syrphidae","Palpada","vinetorum ","","","","CB Smith","December",2025,"Palpada vinetorum ","Diacrodon compressus","Diacrodon compressus | Palpada vinetorum ","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-34","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","CB Smith","December",2025,"Syngamia florella","Diacrodon compressus","Diacrodon compressus | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-34","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","CB Smith","December",2025,"Hylephila phyleus","Richardia grandiflora","Richardia grandiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-35","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"CB-35","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","CB Smith","December",2025,"Anartia jatrophae","Diacrodon compressus","Diacrodon compressus | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","CB Smith","December",2025,"Phyciodes phaon","Richardia grandiflora","Richardia grandiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-35","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","CB Smith","December",2025,"Hemiargus ceraunus","Richardia grandiflora","Richardia grandiflora | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-35","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","CB Smith","December",2025,"Hemiargus ceraunus","Diacrodon compressus","Diacrodon compressus | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"CB-36","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"VV-33","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"VV-33","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"VV-34","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"VV-36","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"VV-36","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"MT-27","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Military Trail","December",2025,"Apis mellifera","Callicarpa americana","Callicarpa americana | Apis mellifera","Disturbed Edge","Open Human Disturbed","Low human modification","Non-native","Native","Native | Non-native"
"HK-25","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Helene Klein","December",2025,"Syngamia florella","Bidens alba","Bidens alba | Syngamia florella","Pine Flatwoods","Flatwoods","Low human modification","Native","Native","Native | Native"
"QW-37","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-37","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-37","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","December",2025,"Anartia jatrophae","Sphagneticola trilobata","Sphagneticola trilobata | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-37","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","December",2025,"Hemiargus ceraunus","Stylosanthes hamata","Stylosanthes hamata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Three-spotted Skipper","Lepidoptera","Hesperiidae","Cymaenes","tripunctus","check id on iNat","https://www.inaturalist.org/observations/329625326","","Quiet Waters","December",2025,"Cymaenes tripunctus","Richardia grandiflora","Richardia grandiflora | Cymaenes tripunctus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Quiet Waters","December",2025,"Cecropterus dorantes","Richardia grandiflora","Richardia grandiflora | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","Quiet Waters","December",2025,"Burnsius oileus","Richardia grandiflora","Richardia grandiflora | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-38","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Cassius Blue","Lepidoptera","Lycaenidae","Leptotes","cassius","","","","Quiet Waters","December",2025,"Leptotes cassius","Diacrodon compressus","Diacrodon compressus | Leptotes cassius","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-38","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-38","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","Quiet Waters","December",2025,"Burnsius oileus","Sida ulmifolia","Sida ulmifolia | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","check id on iNat","https://www.inaturalist.org/observations/329625338","","Quiet Waters","December",2025,"Agapostemon splendens","Richardia grandiflora","Richardia grandiflora | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"QW-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","December",2025,"Anartia jatrophae","Diacrodon compressus","Diacrodon compressus | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","December",2025,"Anartia jatrophae","Bidens alba","Bidens alba | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","December",2025,"Syngamia florella","Diacrodon compressus","Diacrodon compressus | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
